Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent
T067,grootbos,grootbos_T067,Thamnochortus,fraternus,10975,Thamnochortus fraternus,1.25,0,2,0,70,no,NA
T068,capepoint,capepoint_T068,Elegia,filacea,3486,Elegia filacea,42.5,6.75,245,63,41.25,no,1
T068,capepoint,capepoint_T068,Berzelia,lanuginosa,1523,Berzelia lanuginosa,19.75,3.75,126,16,51.25,no,1
T068,capepoint,capepoint_T068,Erica,subdivaricata,4206,Erica subdivaricata,9.5,2.375,69,27,47.5,no,1
T068,capepoint,capepoint_T068,Erica,ericoides,3804,Erica ericoides,1,0,1,0,75,no,1
T068,capepoint,capepoint_T068,Erica,capensis,3711,Erica capensis,0.875,0,7,0,35,no,1
T068,capepoint,capepoint_T068,Erica,clavisepala,3735,Erica clavisepala,0.75,0.25,4,1,45,no,1
T068,capepoint,capepoint_T068,Cliffortia,subsetacea,2304,Cliffortia subsetacea,0.25,0,1,0,40,no,1
T068,capepoint,capepoint_T068,Erica,gnaphaloides,3856,Erica gnaphaloides,0.25,0.4375,4,5,30,no,1
T068,capepoint,capepoint_T068,Erica,bruniades,3698,Erica bruniades,0.125,0,3,0,40,no,1
T068,capepoint,capepoint_T068,Erica,muscosa,4013,Erica muscosa,0.125,0,1,0,35,no,1
T069,capepoint,capepoint_T069,Cliffortia,ruscifolia,2292,Cliffortia ruscifolia,23,0,63,0,35,no,NA
T069,capepoint,capepoint_T069,Adenandra,villosa,99,Adenandra villosa,13.75,0,65,0,35,no,NA
T069,capepoint,capepoint_T069,Passerina,corymbosa,8513,Passerina corymbosa,11.75,9.5,21,19,72.5,no,NA
T069,capepoint,capepoint_T069,Tetraria,ustulata,10950,Tetraria ustulata,9.25,0,21,0,60,yes,NA
T069,capepoint,capepoint_T069,Restio,gaudichaudianus,9536,Restio gaudichaudianus,5,0,6,0,80,yes,NA
T069,capepoint,capepoint_T069,Erica,baccans,3667,Erica baccans,2.5,0,8,0,70,no,NA
T069,capepoint,capepoint_T069,Lobostemon,glaucophyllus,6934,Lobostemon glaucophyllus,1.25,0,5,0,40,no,NA
T070,capepoint,capepoint_T070,Erica,hispidula,3886,Erica hispidula,16.75,0,45,0,55,no,NA
T070,capepoint,capepoint_T070,Erica,ericoides,3804,Erica ericoides,11.5,0,13,0,86.66666666666667,no,NA
T070,capepoint,capepoint_T070,Restio,cincinnatus,9501,Restio cincinnatus,7.5,0,18,0,50,yes,NA
T070,capepoint,capepoint_T070,Watsonia,borbonica,11563,Watsonia borbonica,7,0,29,0,40,yes,NA
T070,capepoint,capepoint_T070,Willdenowia,glomerata,11620,Willdenowia glomerata,5.75,0,28,0,36.666666666666664,yes,NA
T070,capepoint,capepoint_T070,Tetraria,compar,10922,Tetraria compar,5,0,11,0,60,yes,NA
T070,capepoint,capepoint_T070,Leucadendron,salignum,6721,Leucadendron salignum,4.5,0,12,0,46.666666666666664,yes,NA
T070,capepoint,capepoint_T070,Leucospermum,conocarpodendron,6747,Leucospermum conocarpodendron,4.5,0,12,0,53.333333333333336,no,NA
T070,capepoint,capepoint_T070,Penaea,mucronata,8737,Penaea mucronata,2.75,0,13,0,40,yes,NA
T070,capepoint,capepoint_T070,Elegia,juncea,3495,Elegia juncea,2.5,0,8,0,50,yes,NA
T070,capepoint,capepoint_T070,Leucadendron,xanthoconus,6738,Leucadendron xanthoconus,1.25,0,1,0,90,no,NA
T070,capepoint,capepoint_T070,Restio,triticeus,9625,Restio triticeus,1.25,0,4,0,40,yes,NA
T070,capepoint,capepoint_T070,Erica,plukenetii,4102,Erica plukenetii,1,0,2,0,50,no,NA
T071,capepoint,capepoint_T071,Elytropappus,scaber,3531,Elytropappus scaber,25,5,35,11,97.5,no,NA
T071,capepoint,capepoint_T071,Metalasia,densa,7321,Metalasia densa,23.75,4,48,10,75,no,NA
T071,capepoint,capepoint_T071,Cliffortia,falcata,2234,Cliffortia falcata,15.75,0,38,0,71.25,no,NA
T071,capepoint,capepoint_T071,Passerina,corymbosa,8513,Passerina corymbosa,9.75,0,50,0,30,no,NA
T071,capepoint,capepoint_T071,Olea,capensis,8005,Olea capensis,5,0,11,0,70,yes,NA
T071,capepoint,capepoint_T071,Restio,capensis,9498,Restio capensis,3,0,12,0,60,yes,NA
T071,capepoint,capepoint_T071,Pseudopentameris,macrantha,9220,Pseudopentameris macrantha,2,0,2,0,120,yes,NA
T071,capepoint,capepoint_T071,Willdenowia,glomerata,11620,Willdenowia glomerata,2,0,1,0,150,yes,NA
T071,capepoint,capepoint_T071,Corymbium,africanum,2493,Corymbium africanum,1.75,0,4,0,60,yes,NA
T071,capepoint,capepoint_T071,Leucospermum,conocarpodendron,6747,Leucospermum conocarpodendron,1,0,1,0,80,no,NA
T072,capepoint,capepoint_T072,Elegia,mucronata,3498,Elegia mucronata,36.5,47.5,37,20,202.5,no,NA
T072,capepoint,capepoint_T072,Anthochortus,crinalis,648,Anthochortus crinalis,16,0,3,0,266.6666666666667,yes,NA
T072,capepoint,capepoint_T072,Erica,hispidula,3886,Erica hispidula,1.25,0,2,0,80,no,NA
T074,capepoint,capepoint_T074,Metalasia,muricata,7338,Metalasia muricata,13.75,4.875,22,7,95,no,1
T074,capepoint,capepoint_T074,Leucadendron,coniferum,6669,Leucadendron coniferum,9.5,0,8,0,136.25,no,1
T074,capepoint,capepoint_T074,Passerina,paleacea,8522,Passerina paleacea,7.25,0.5,22,2,57.5,no,1
T074,capepoint,capepoint_T074,Helichrysum,patulum,5470,Helichrysum patulum,4.25,0.5,15,1,61.666666666666664,no,1
T074,capepoint,capepoint_T074,Restio,vimineus,9635,Restio vimineus,3.875,0,27,0,43.75,yes,1
T074,capepoint,capepoint_T074,Carpobrotus,acinaciformis,1850,Carpobrotus acinaciformis,2.5,0,2,0,140,yes,1
T074,capepoint,capepoint_T074,Oedera,capensis,7980,Oedera capensis,2.25,0,2,0,87.5,no,1
T074,capepoint,capepoint_T074,Willdenowia,teres,11628,Willdenowia teres,2.25,0,12,0,50,yes,1
T074,capepoint,capepoint_T074,Restio,eleocharis,9526,Restio eleocharis,1.5,0,8,0,60,yes,1
T074,capepoint,capepoint_T074,Searsia,laevigata,10129,Searsia laevigata,1,0,1,0,80,yes,1
T074,capepoint,capepoint_T074,Erica,coccinea,3738,Erica coccinea,0.875,0.25,6,1,35,no,1
T074,capepoint,capepoint_T074,Phylica,ericoides,#N/A,Phylica ericoides,0.8125,0,4,0,33.333333333333336,no,1
T074,capepoint,capepoint_T074,Searsia,glauca,10126,Searsia glauca,0.5,0,1,0,65,yes,1
T074,capepoint,capepoint_T074,Tetraria,cuspidata,10925,Tetraria cuspidata,0.5,0,1,0,50,yes,1
T074,capepoint,capepoint_T074,Agathosma,imbricata,210,Agathosma imbricata,0.375,0,3,0,40,yes,1
T074,capepoint,capepoint_T074,Amphithalea,ericifolia,510,Amphithalea ericifolia,0.375,0,1,0,55,no,1
T074,capepoint,capepoint_T074,Haemanthus,coccineus,5299,Haemanthus coccineus,0.375,0,20,0,12,yes,1
T074,capepoint,capepoint_T074,Robsonodendron,maritimum,9689,Robsonodendron maritimum,0.375,0,1,0,55,yes,1
T074,capepoint,capepoint_T074,Ficinia,stolonifera,4752,Ficinia stolonifera,0.25,0,3,0,20,yes,1
T074,capepoint,capepoint_T074,Diosma,hirsuta,3066,Diosma hirsuta,0.125,0,1,0,25,no,1
T075,capepoint,capepoint_T075,Protea,repens,9185,Protea repens,25.5,0,23,0,135,no,NA
T075,capepoint,capepoint_T075,Metalasia,densa,7321,Metalasia densa,11.75,1.5,30,5,55,no,NA
T075,capepoint,capepoint_T075,Leucospermum,conocarpodendron,6747,Leucospermum conocarpodendron,9.5,1.25,16,3,110,no,NA
T075,capepoint,capepoint_T075,Thamnochortus,lucens,10983,Thamnochortus lucens,8.75,0.5,17,2,65,yes,NA
T075,capepoint,capepoint_T075,Elytropappus,scaber,3531,Elytropappus scaber,8.25,4,27,14,50,no,NA
T075,capepoint,capepoint_T075,Watsonia,borbonica,11563,Watsonia borbonica,4,0,11,0,105,yes,NA
T075,capepoint,capepoint_T075,Leucadendron,salignum,6721,Leucadendron salignum,2.5,0,3,0,90,yes,NA
T075,capepoint,capepoint_T075,Passerina,corymbosa,8513,Passerina corymbosa,1.25,0,7,0,30,no,NA
T075,capepoint,capepoint_T075,Protea,nitida,9175,Protea nitida,1,0,2,0,150,yes,NA
T075,capepoint,capepoint_T075,Mastersiella,digitata,7166,Mastersiella digitata,0.25,3.75,1,12,40,no,NA
T076,capepoint,capepoint_T076,Thamnochortus,fraternus,10975,Thamnochortus fraternus,25,0,75,0,53.75,yes,1
T076,capepoint,capepoint_T076,Erica,coarctata,3737,Erica coarctata,13.25,0,51,0,47.5,no,1
T076,capepoint,capepoint_T076,Leucadendron,coniferum,6669,Leucadendron coniferum,10,0,1,0,300,no,1
T076,capepoint,capepoint_T076,Euclea,racemosa,4435,Euclea racemosa,9,0,43,0,47.5,yes,1
T076,capepoint,capepoint_T076,Amphithalea,ericifolia,510,Amphithalea ericifolia,5.75,0.5,42,4,37.5,no,1
T076,capepoint,capepoint_T076,Passerina,paleacea,8522,Passerina paleacea,2.75,0,15,0,41.666666666666664,no,1
T076,capepoint,capepoint_T076,Agathosma,imbricata,210,Agathosma imbricata,2.5,0,15,0,38.333333333333336,yes,1
T076,capepoint,capepoint_T076,Metalasia,muricata,7338,Metalasia muricata,2.25,0,4,0,58.333333333333336,no,1
T076,capepoint,capepoint_T076,Phylica,ericoides,#N/A,Phylica ericoides,2.25,0,19,0,37.5,no,1
T076,capepoint,capepoint_T076,Erica,coccinea,3738,Erica coccinea,2,0,13,0,45,no,1
T076,capepoint,capepoint_T076,Aspalathus,carnosa,1001,Aspalathus carnosa,1.5,0,1,0,85,yes,1
T076,capepoint,capepoint_T076,Oedera,capensis,7980,Oedera capensis,1.25,0.125,2,1,61.666666666666664,no,1
T076,capepoint,capepoint_T076,Diosma,hirsuta,3066,Diosma hirsuta,0.25,0,1,0,40,yes,1
T076,capepoint,capepoint_T076,Helichrysum,patulum,5470,Helichrysum patulum,0.25,0,2,0,30,no,1
T076,capepoint,capepoint_T076,Otholobium,bracteolatum,8172,Otholobium bracteolatum,0.125,0,1,0,25,yes,1
T076,capepoint,capepoint_T076,Phylica,imberbis,#N/A,Phylica imberbis,0.0625,0,1,0,25,yes,1
T077,capepoint,capepoint_T077,Restio,cincinnatus,9501,Restio cincinnatus,22.5,0,83,0,57.5,yes,1
T077,capepoint,capepoint_T077,Leucadendron,laureolum,6693,Leucadendron laureolum,13,0,7,0,150,no,1
T077,capepoint,capepoint_T077,Erica,labialis,3936,Erica labialis,9.25,0.375,39,3,55,no,1
T077,capepoint,capepoint_T077,Staberoha,banksii,10636,Staberoha banksii,9,0,36,0,56.25,yes,1
T077,capepoint,capepoint_T077,Agathosma,serpyllacea,261,Agathosma serpyllacea,5.5,1.5,72,8,32.5,no,1
T077,capepoint,capepoint_T077,Metalasia,cephalotes,7317,Metalasia cephalotes,2.75,1,13,6,40,no,1
T077,capepoint,capepoint_T077,Elegia,stipularis,3509,Elegia stipularis,2.6875,0,13,0,41.25,yes,1
T077,capepoint,capepoint_T077,Hypodiscus,aristatus,5884,Hypodiscus aristatus,2.25,0,7,0,60,yes,1
T077,capepoint,capepoint_T077,Diastella,divaricata,2990,Diastella divaricata,1.75,0,1,0,90,no,1
T077,capepoint,capepoint_T077,Thamnochortus,arenarius,10969,Thamnochortus arenarius,1.5,0,17,0,26.25,yes,1
T077,capepoint,capepoint_T077,Aristea,africana,886,Aristea africana,0.875,0,70,0,8,yes,1
T077,capepoint,capepoint_T077,Erica,imbricata,3893,Erica imbricata,0.875,0.125,8,2,28.75,no,1
T077,capepoint,capepoint_T077,Erica,subcapitata,4205,Erica subcapitata,0.75,0,2,0,70,no,1
T077,capepoint,capepoint_T077,Erica,plukenetii,4102,Erica plukenetii,0.5,0,2,0,50,no,1
T077,capepoint,capepoint_T077,Stoebe,cinerea,10726,Stoebe cinerea,0.375,0,1,0,45,no,1
T077,capepoint,capepoint_T077,Thesium,viridifolium,11109,Thesium viridifolium,0.375,0,2,0,45,no,1
T077,capepoint,capepoint_T077,Macrostylis,villosa,7064,Macrostylis villosa,0.3125,0,5,0,20,yes,1
T077,capepoint,capepoint_T077,Metalasia,densa,7321,Metalasia densa,0.25,0.375,1,1,47.5,no,1
T077,capepoint,capepoint_T077,Aspalathus,carnosa,1001,Aspalathus carnosa,0.1875,0,1,0,45,no,1
T077,capepoint,capepoint_T077,Erica,corifolia,3749,Erica corifolia,0.125,0.0625,1,1,22,no,1
T078,westcoast,westcoast_T078,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,15,0,30,0,92.5,no,1
T078,westcoast,westcoast_T078,Searsia,glauca,10126,Searsia glauca,11.25,0,3,0,305,no,1
T078,westcoast,westcoast_T078,Helichrysum,revolutum,5479,Helichrysum revolutum,10.75,0,11,0,66.25,no,1
T078,westcoast,westcoast_T078,Pterocelastrus,tricuspidatus,9327,Pterocelastrus tricuspidatus,8.75,0,2,0,231.5,no,1
T078,westcoast,westcoast_T078,Carpobrotus,quadrifidus,1855,Carpobrotus quadrifidus,7.5,2.5,4,1,240,no,1
T078,westcoast,westcoast_T078,Euclea,racemosa,4435,Euclea racemosa,6.25,0,3,0,127.5,no,1
T078,westcoast,westcoast_T078,Roepera,morgsana,9725,Roepera morgsana,4.5,0,1,0,108,no,1
T078,westcoast,westcoast_T078,Euphorbia,burmanii,4460,Euphorbia burmanii,3.75,0,10,0,45,no,1
T078,westcoast,westcoast_T078,Maytenus,lucida,7172,Maytenus lucida,3.75,0,3,0,110,no,1
T078,westcoast,westcoast_T078,Euphorbia,mauritanica,4505,Euphorbia mauritanica,3.25,0,8,0,50,no,1
T078,westcoast,westcoast_T078,Eriocephalus,racemosus,4311,Eriocephalus racemosus,2.5,0,2,0,60,no,1
T078,westcoast,westcoast_T078,Salvia,africana-lutea,10003,Salvia africana-lutea,2.5,0,1,0,135,no,1
T078,westcoast,westcoast_T078,Pteronia,divaricata,9339,Pteronia divaricata,0.5,0,1,0,63,no,1
T079,capepoint,capepoint_T079,Metalasia,muricata,7338,Metalasia muricata,60,0,215,0,65,no,1
T079,capepoint,capepoint_T079,Stoebe,cinerea,10726,Stoebe cinerea,12.25,0,60,0,58.75,no,1
T079,capepoint,capepoint_T079,Erica,plukenetii,4102,Erica plukenetii,2.625,0,19,0,45,no,1
T079,capepoint,capepoint_T079,Erica,abietina,3616,Erica abietina,2.25,0,10,0,58.333333333333336,no,1
T079,capepoint,capepoint_T079,Erica,subcapitata,4205,Erica subcapitata,0.375,0,1,0,50,no,1
T079,capepoint,capepoint_T079,Searsia,laevigata,10129,Searsia laevigata,0.25,0,1,NA,50,yes,1
T080,capepoint,capepoint_T080,Metalasia,densa,7321,Metalasia densa,35,0,125,0,30,no,NA
T080,capepoint,capepoint_T080,Aspalathus,ericifolia,1043,Aspalathus ericifolia,19.5,0,45,0,45,no,NA
T080,capepoint,capepoint_T080,Protea,repens,9185,Protea repens,15,0,48,0,42.5,no,NA
T080,capepoint,capepoint_T080,Muraltia,heisteria,7715,Muraltia heisteria,8,0,100,0,20,no,NA
T080,capepoint,capepoint_T080,Restio,gaudichaudianus,9536,Restio gaudichaudianus,2.5,0,1,0,150,yes,NA
T080,capepoint,capepoint_T080,Erica,baccans,3667,Erica baccans,1.75,0,10,0,30,no,NA
T080,capepoint,capepoint_T080,Searsia,lucida,10132,Searsia lucida,1.25,0,2,0,60,yes,NA
T081,capepoint,capepoint_T081,Erica,labialis,3936,Erica labialis,25,1.25,190,11,61.25,no,1
T081,capepoint,capepoint_T081,Diastella,divaricata,2990,Diastella divaricata,11.5,3,10,3,115,no,1
T081,capepoint,capepoint_T081,Leucadendron,laureolum,6693,Leucadendron laureolum,8.75,0.75,7,1,106.66666666666667,no,1
T081,capepoint,capepoint_T081,Erica,subcapitata,4205,Erica subcapitata,8.25,0.25,91,2,42.5,no,1
T081,capepoint,capepoint_T081,Staberoha,cernua,10637,Staberoha cernua,5.75,0,63,0,38.75,yes,1
T081,capepoint,capepoint_T081,Erica,glabella,3846,Erica glabella,3.75,0.25,33,2,41.666666666666664,no,1
T081,capepoint,capepoint_T081,Aspalathus,carnosa,1001,Aspalathus carnosa,3.375,0.75,11,2,51.25,no,1
T081,capepoint,capepoint_T081,Tetraria,thermalis,10948,Tetraria thermalis,2.25,0,2,0,92.5,yes,1
T081,capepoint,capepoint_T081,Elegia,stipularis,3509,Elegia stipularis,2,0.125,29,1,31.25,yes,1
T081,capepoint,capepoint_T081,Hypodiscus,aristatus,5884,Hypodiscus aristatus,1.5,0,17,0,35,yes,1
T081,capepoint,capepoint_T081,Restio,cincinnatus,9501,Restio cincinnatus,0.5,0,1,0,50,yes,1
T081,capepoint,capepoint_T081,Saltera,sarcocolla,10001,Saltera sarcocolla,0.375,0,2,0,42.5,yes,1
T081,capepoint,capepoint_T081,Erica,imbricata,3893,Erica imbricata,0.125,0,3,0,25,no,1
T081,capepoint,capepoint_T081,Erica,mammosa,3987,Erica mammosa,0.125,0,1,0,45,no,1
T081,capepoint,capepoint_T081,Erica,pulchella,4121,Erica pulchella,0.125,0,2,0,30,no,1
T081,capepoint,capepoint_T081,Mimetes,fimbriifolius,7397,Mimetes fimbriifolius,0,0.375,0,1,45,no,1
T082,capepoint,capepoint_T082,Cliffortia,ruscifolia,2292,Cliffortia ruscifolia,24,0.75,39,2,75,no,NA
T082,capepoint,capepoint_T082,Protea,lepidocarpodendron,9164,Protea lepidocarpodendron,23.75,0,6,0,275,no,NA
T082,capepoint,capepoint_T082,Watsonia,borbonica,11563,Watsonia borbonica,11.75,0,43,0,43.333333333333336,yes,NA
T082,capepoint,capepoint_T082,Bobartia,indica,1552,Bobartia indica,9.5,0,19,0,65,yes,NA
T082,capepoint,capepoint_T082,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,6.25,0,47,0,26.666666666666668,no,NA
T082,capepoint,capepoint_T082,Passerina,corymbosa,8513,Passerina corymbosa,5,0.75,14,3,40,no,NA
T082,capepoint,capepoint_T082,Penaea,mucronata,8737,Penaea mucronata,2.25,0,2,0,90,yes,NA
T082,capepoint,capepoint_T082,Tetraria,bromoides,10918,Tetraria bromoides,2,0,2,0,100,yes,NA
T082,capepoint,capepoint_T082,Brunia,noduliflora,1638,Brunia noduliflora,1.5,0,2,0,70,yes,NA
T082,capepoint,capepoint_T082,Leucospermum,conocarpodendron,6747,Leucospermum conocarpodendron,1.5,0,2,0,120,no,NA
T083,westcoast,westcoast_T083,Willdenowia,incurvata,11622,Willdenowia incurvata,22.5,0,9,0,150,no,NA
T083,westcoast,westcoast_T083,Anthospermum,spathulatum,667,Anthospermum spathulatum,15.5,0.75,32,3,70,no,NA
T083,westcoast,westcoast_T083,Euclea,racemosa,4435,Euclea racemosa,12.5,0.5,6,1,175,yes,NA
T083,westcoast,westcoast_T083,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,12.5,1,20,2,72.5,yes,NA
T083,westcoast,westcoast_T083,Eriocephalus,racemosus,4311,Eriocephalus racemosus,8.25,0,11,0,72.5,no,NA
T083,westcoast,westcoast_T083,Asparagus,capensis,1229,Asparagus capensis,4.5,0,10,0,40,no,NA
T083,westcoast,westcoast_T083,Crassula,expansa,2584,Crassula expansa,2.5,0,15,0,30,no,NA
T083,westcoast,westcoast_T083,Tetragonia,fruticosa,10898,Tetragonia fruticosa,2.5,0,5,0,75,no,NA
T083,westcoast,westcoast_T083,Phyllopodium,cephalophorum,8900,Phyllopodium cephalophorum,1.25,0,40,0,5,no,1
T083,westcoast,westcoast_T083,Euphorbia,burmanii,4460,Euphorbia burmanii,0.5,0,4,0,20,no,NA
T083,westcoast,westcoast_T083,Heliophila,linearis,5552,Heliophila linearis,0.5,0,2,0,50,no,NA
T083,westcoast,westcoast_T083,Rumex,acetosella,9830,Rumex acetosella,0.5,0,4,0,20,no,1
T084,westcoast,westcoast_T084,Diosma,hirsuta,3066,Diosma hirsuta,19.25,4.25,39,3,68.75,yes,1
T084,westcoast,westcoast_T084,Willdenowia,incurvata,11622,Willdenowia incurvata,6.75,4.25,11,0,140,yes,1
T084,westcoast,westcoast_T084,Senecio,rosmarinifolius,10393,Senecio rosmarinifolius,6.25,0,43,0,46.25,no,1
T084,westcoast,westcoast_T084,Diospyros,austro-africana,3083,Diospyros austro-africana,4.25,0,2,0,130,no,1
T084,westcoast,westcoast_T084,Salvia,lanceolata,10011,Salvia lanceolata,2.5,1.75,42,5,36.666666666666664,yes,1
T084,westcoast,westcoast_T084,Thamnochortus,spicigerus,10997,Thamnochortus spicigerus,1.75,1.25,6,1,91.66666666666667,no,1
T084,westcoast,westcoast_T084,Ficinia,secunda,4751,Ficinia secunda,1.25,0,188,0,5,yes,1
T084,westcoast,westcoast_T084,Asparagus,rubicundus,1255,Asparagus rubicundus,1,0,2,0,70,no,1
T084,westcoast,westcoast_T084,Trichocephalus,stipularis,11200,Trichocephalus stipularis,1,0,1,0,110,no,1
T084,westcoast,westcoast_T084,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.5,0,2,0,55,no,1
T084,westcoast,westcoast_T084,Helichrysum,revolutum,5479,Helichrysum revolutum,0.5,0,1,0,70,no,1
T084,westcoast,westcoast_T084,Eriocephalus,racemosus,4311,Eriocephalus racemosus,0.25,0,2,0,80,yes,1
T085,capepoint,capepoint_T085,Erica,capensis,3711,Erica capensis,55.75,0,355,0,30,no,1
T085,capepoint,capepoint_T085,Elegia,cuspidata,3476,Elegia cuspidata,11.75,3.5,102,16,30,yes,1
T085,capepoint,capepoint_T085,Erica,clavisepala,3735,Erica clavisepala,9.5,0,108,0,40,no,1
T085,capepoint,capepoint_T085,Elegia,nuda,3501,Elegia nuda,3.75,0,17,0,36.25,yes,1
T085,capepoint,capepoint_T085,Restio,dodii,9520,Restio dodii,3,0,77,0,21.25,yes,1
T085,capepoint,capepoint_T085,Cliffortia,subsetacea,2304,Cliffortia subsetacea,2.25,0,75,0,18,no,1
T086,capepoint,capepoint_T086,Erica,muscosa,4013,Erica muscosa,31.25,0,80,0,36.25,no,1
T086,capepoint,capepoint_T086,Leucadendron,laureolum,6693,Leucadendron laureolum,31.25,0,24,0,132.5,no,1
T086,capepoint,capepoint_T086,Erica,glabella,3846,Erica glabella,22.5,0,49,0,50,no,1
T086,capepoint,capepoint_T086,Hypodiscus,aristatus,5884,Hypodiscus aristatus,4.5,0,3,0,80,yes,1
T086,capepoint,capepoint_T086,Willdenowia,glomerata,11620,Willdenowia glomerata,2.75,0,15,0,45,yes,1
T086,capepoint,capepoint_T086,Elytropappus,scaber,3531,Elytropappus scaber,1.75,0.5,7,2,50,no,1
T086,capepoint,capepoint_T086,Pseudopentameris,macrantha,9220,Pseudopentameris macrantha,1.5,0,4,0,70,yes,1
T086,capepoint,capepoint_T086,Lachnaea,grandiflora,6387,Lachnaea grandiflora,1,0,5,0,40,yes,1
T086,capepoint,capepoint_T086,Thamnochortus,lucens,10983,Thamnochortus lucens,1,0,3,0,40,yes,1
T087,westcoast,westcoast_T087,Passerina,corymbosa,8513,Passerina corymbosa,16.25,5.5,35,14,61.25,no,1
T087,westcoast,westcoast_T087,Eriocephalus,racemosus,4311,Eriocephalus racemosus,12,0,60,0,25,no,1
T087,westcoast,westcoast_T087,Ruschia,misera,9927,Ruschia misera,6.25,0,1,0,230,no,1
T087,westcoast,westcoast_T087,Helichrysum,niveum,5462,Helichrysum niveum,5,0,54,0,15,no,1
T088,westcoast,westcoast_T088,Olea,exasperata,8007,Olea exasperata,13.5,1.25,8,0,105,no,1
T088,westcoast,westcoast_T088,Searsia,glauca,10126,Searsia glauca,9.75,0.75,2,0,275,no,1
T088,westcoast,westcoast_T088,Limonium,perigrinum,6818,Limonium perigrinum,7.5,1.5,11,0,63.333333333333336,yes,1
T088,westcoast,westcoast_T088,Crassula,expansa,2584,Crassula expansa,6.25,0,34,0,30,yes,1
T088,westcoast,westcoast_T088,Euclea,racemosa,4435,Euclea racemosa,4,1,10,0,100,yes,1
T088,westcoast,westcoast_T088,Myrsine,africana,7833,Myrsine africana,3.75,0.25,19,0,37.5,no,1
T088,westcoast,westcoast_T088,Ehrharta,calycina,3442,Ehrharta calycina,3.5,0.5,113,6,10,yes,1
T088,westcoast,westcoast_T088,Putterlickia,pyracantha,9415,Putterlickia pyracantha,3.5,0.5,11,0,58.333333333333336,no,1
T088,westcoast,westcoast_T088,Pterocelastrus,tricuspidatus,9327,Pterocelastrus tricuspidatus,2.5,0.25,3,9,110,no,1
T088,westcoast,westcoast_T088,Agathosma,imbricata,210,Agathosma imbricata,1.75,0.25,2,0,90,no,1
T088,westcoast,westcoast_T088,Euphorbia,burmanii,4460,Euphorbia burmanii,1.25,0,1,0,80,no,1
T088,westcoast,westcoast_T088,Tetragonia,fruticosa,10898,Tetragonia fruticosa,1,0,1,0,80,yes,1
T088,westcoast,westcoast_T088,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.75,1,1,0,100,no,1
T088,westcoast,westcoast_T088,Clutia,daphnoides,2320,Clutia daphnoides,0.75,0,1,0,60,no,1
T088,westcoast,westcoast_T088,Asparagus,rubicundus,1255,Asparagus rubicundus,0.5,0,2,0,40,no,1
T088,westcoast,westcoast_T088,Eriocephalus,racemosus,4311,Eriocephalus racemosus,0.5,0,5,0,50,no,1
T088,westcoast,westcoast_T088,Zaluzianskya,villosa,11709,Zaluzianskya villosa,0.5,0,13,0,15,no,1
T088,westcoast,westcoast_T088,Euphorbia,caput-medusae,4462,Euphorbia caput-medusae,0.25,0,3,0,35,yes,1
T089,capepoint,capepoint_T089,Erica,muscosa,4013,Erica muscosa,47.5,0.125,160,2,31.25,no,NA
T089,capepoint,capepoint_T089,Leucadendron,laureolum,6693,Leucadendron laureolum,36.25,0,74,0,68.75,no,NA
T089,capepoint,capepoint_T089,Protea,repens,9185,Protea repens,15.75,0,27,0,52.5,no,NA
T089,capepoint,capepoint_T089,Mastersiella,digitata,7166,Mastersiella digitata,9.25,0,11,0,86.66666666666667,no,NA
T089,capepoint,capepoint_T089,Willdenowia,glomerata,11620,Willdenowia glomerata,1.75,0,1,0,100,yes,NA
T089,capepoint,capepoint_T089,Trichocephalus,stipularis,11200,Trichocephalus stipularis,1,0,3,0,60,yes,NA
T089,capepoint,capepoint_T089,Struthiola,ciliata,10797,Struthiola ciliata,0.75,0,12,0,15,no,NA
T091,westcoast,westcoast_T091,Agathosma,glabrata,202,Agathosma glabrata,22.25,0,104,0,43.75,no,1
T091,westcoast,westcoast_T091,Restio,eleocharis,9526,Restio eleocharis,11.25,3,940,200,3,yes,1
T091,westcoast,westcoast_T091,Colpoon,compressum,2377,Colpoon compressum,4.5,5.5,2,0,150,no,1
T091,westcoast,westcoast_T091,Ficinia,bulbosa,4705,Ficinia bulbosa,4.5,0,360,0,5,yes,1
T091,westcoast,westcoast_T091,Tribolium,hispidum,11173,Tribolium hispidum,3.25,0.25,84,0,15,yes,1
T091,westcoast,westcoast_T091,Morella,quercifolia,7624,Morella quercifolia,1.5,0,1,0,130,yes,1
T091,westcoast,westcoast_T091,Hellmuthia,membranacea,5590,Hellmuthia membranacea,1.25,0,9,0,62.5,no,1
T091,westcoast,westcoast_T091,Carpobrotus,acinaciformis,1850,Carpobrotus acinaciformis,0.75,0,2,0,10,yes,1
T091,westcoast,westcoast_T091,Euclea,racemosa,4435,Euclea racemosa,0.75,0,1,0,100,yes,1
